Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","670","Saint Vincent and the Grenadines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","105.281","X","Figure from international organizations",""
"OA","Annual population","663","Saint-Martin (French part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","33.852","X","Figure from international organizations",""
"OA","Annual population","882","Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","209.701","X","Figure from international organizations",""
"OA","Annual population","674","San Marino","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","34.156","X","Figure from international organizations",""
"OA","Annual population","678","Sao Tome and Principe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","211.344","X","Figure from international organizations",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","35018.133","X","Figure from international organizations",""
"OA","Annual population","686","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15574.909","X","Figure from international organizations",""
"OA","Annual population","688","Serbia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7433.818","X","Figure from international organizations",""
"OA","Annual population","690","Seychelles","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","103.101","X","Figure from international organizations",""
"OA","Annual population","694","Sierra Leone","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7861.281","X","Figure from international organizations",""
"OA","Annual population","702","Singapore","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5814.537","X","Figure from international organizations",""
"OA","Annual population","534","Sint Maarten (Dutch part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","42.246","X","Figure from international organizations",""
"OA","Annual population","703","Slovakia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5446.745","X","Figure from international organizations",""
"OA","Annual population","705","Slovenia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2105.924","X","Figure from international organizations",""
"OA","Annual population","090","Solomon Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","659.249","X","Figure from international organizations",""
"OA","Annual population","706","Somalia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15411.094","X","Figure from international organizations",""
"OA","Annual population","710","South Africa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","57339.635","X","Figure from international organizations",""
"OA","Annual population","728","South Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10395.329","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","46792.043","X","Figure from international organizations",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","21580.71","X","Figure from international organizations",""
"OA","Annual population","729","Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41999.059","X","Figure from international organizations",""
"OA","Annual population","740","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","593.715","X","Figure from international organizations",""
"OA","Annual population","752","Sweden","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10162.298","X","Figure from international organizations",""
"OA","Annual population","756","Switzerland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","8514.434","X","Figure from international organizations",""
"OA","Annual population","760","Syrian Arab Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","19333.463","X","Figure from international organizations",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9128.132","X","Figure from international organizations",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","71127.802","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1261.845","X","Figure from international organizations",""
"OA","Annual population","768","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","8046.679","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1.621","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","105.15","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1504.709","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11933.041","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","82809.304","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6065.066","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41.487","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10.865","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41515.395","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","44446.954","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9140.169","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","66432.993","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","58090.443","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","332140.037","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","101.365","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3427.042","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","32449.576","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","297.298","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","29825.653","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","94914.33","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11.816","X","Figure from international organizations",""
"OA","Annual population","732","Western Sahara","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","532.004","X","Figure from international organizations",""
"OA","Annual population","887","Yemen","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","30790.513","X","Figure from international organizations",""
"OA","Annual population","894","Zambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17835.893","X","Figure from international organizations",""
"OA","Annual population","716","Zimbabwe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15052.184","X","Figure from international organizations",""
